Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Central America and the Caribbean,Panama,Snacks,Offline,H,11/22/2017,311157119,12/8/2017,7161,152.58,97.44,1092625.38,697767.84,394857.54
Middle East and North Africa,Pakistan,Snacks,Offline,C,9/18/2012,727038133,10/9/2012,5595,152.58,97.44,853685.10,545176.80,308508.30
Sub-Saharan Africa,Zimbabwe,Cereal,Online,H,5/3/2017,708698260,5/10/2017,8419,205.70,117.11,1731788.30,985949.09,745839.21
Asia,Tajikistan,Vegetables,Offline,M,10/15/2018,379623830,11/15/2018,7982,154.06,90.93,1229706.92,725803.26,503903.66
Central America and the Caribbean,Nicaragua,Meat,Offline,C,12/15/2010,833613669,1/18/2011,3664,421.89,364.69,1545804.96,1336224.16,209580.80
Asia,Turkmenistan,Cereal,Online,M,8/13/2010,984779107,9/5/2010,6877,205.70,117.11,1414598.90,805365.47,609233.43
Sub-Saharan Africa,Chad,Beverages,Offline,L,1/4/2020,717543971,2/15/2020,6061,47.45,31.79,287594.45,192679.19,94915.26
Europe,Croatia,Vegetables,Online,L,10/19/2010,436644589,12/7/2010,1692,154.06,90.93,260669.52,153853.56,106815.96
Europe,Croatia,Beverages,Online,L,12/19/2014,617129790,1/26/2015,1274,47.45,31.79,60451.30,40500.46,19950.84
Australia and Oceania,Palau,Beverages,Offline,H,7/12/2012,454360902,7/31/2012,4343,47.45,31.79,206075.35,138063.97,68011.38
Sub-Saharan Africa,Swaziland,Clothes,Offline,M,9/28/2011,114011752,11/8/2011,7466,109.28,35.84,815884.48,267581.44,548303.04
Central America and the Caribbean,Nicaragua,Meat,Online,L,9/2/2011,282068669,9/15/2011,9242,421.89,364.69,3899107.38,3370464.98,528642.40
Asia,Philippines,Office Supplies,Online,L,3/25/2018,814830482,4/29/2018,5302,651.21,524.96,3452715.42,2783337.92,669377.50
Asia,Taiwan,Meat,Offline,L,6/14/2017,288908517,7/1/2017,3305,421.89,364.69,1394346.45,1205300.45,189046.00
Sub-Saharan Africa,South Africa,Clothes,Offline,H,11/30/2012,951226603,12/12/2012,7945,109.28,35.84,868229.60,284748.80,583480.80
Europe,Russia,Baby Food,Offline,C,5/24/2020,169021070,6/27/2020,5945,255.28,159.42,1517639.60,947751.90,569887.70
Europe,Italy,Cosmetics,Online,L,9/27/2019,779840743,10/30/2019,1061,437.20,263.33,463869.20,279393.13,184476.07
Australia and Oceania,Vanuatu,Baby Food,Offline,M,9/9/2013,741546952,10/4/2013,9077,255.28,159.42,2317176.56,1447055.34,870121.22
Asia,Laos,Cereal,Online,H,11/2/2011,782313525,11/16/2011,2812,205.70,117.11,578428.40,329313.32,249115.08
Middle East and North Africa,Syria,Baby Food,Offline,C,8/2/2014,350626790,8/19/2014,7114,255.28,159.42,1816061.92,1134113.88,681948.04
Central America and the Caribbean,Dominica,Office Supplies,Offline,L,6/30/2018,765285575,8/9/2018,3863,651.21,524.96,2515624.23,2027920.48,487703.75
Asia,Cambodia,Personal Care,Online,C,12/6/2010,265401208,1/25/2011,6970,81.73,56.67,569658.10,394989.90,174668.20
Sub-Saharan Africa,South Africa,Baby Food,Offline,M,3/13/2018,760397517,3/17/2018,7378,255.28,159.42,1883455.84,1176200.76,707255.08
Europe,Greece,Snacks,Offline,M,8/18/2014,180010831,9/10/2014,8060,152.58,97.44,1229794.80,785366.40,444428.40
Asia,Philippines,Office Supplies,Offline,H,6/29/2013,124289977,7/13/2013,9021,651.21,524.96,5874565.41,4735664.16,1138901.25
Central America and the Caribbean,Dominica,Household,Online,L,11/14/2018,913596284,1/3/2019,2297,668.27,502.54,1535016.19,1154334.38,380681.81
Sub-Saharan Africa,Central African Republic,Clothes,Offline,L,4/19/2020,238603579,5/29/2020,6956,109.28,35.84,760151.68,249303.04,510848.64
Middle East and North Africa,Qatar,Household,Offline,M,7/9/2019,810298192,7/15/2019,4096,668.27,502.54,2737233.92,2058403.84,678830.08
Europe,Estonia,Fruits,Offline,L,6/5/2014,909978950,6/18/2014,1848,9.33,6.92,17241.84,12788.16,4453.68
Asia,Nepal,Fruits,Offline,L,2/11/2015,239257180,3/16/2015,371,9.33,6.92,3461.43,2567.32,894.11
Australia and Oceania,Federated States of Micronesia,Personal Care,Online,M,2/20/2017,370056712,3/21/2017,6859,81.73,56.67,560586.07,388699.53,171886.54
Middle East and North Africa,Somalia,Household,Offline,H,7/24/2017,694613873,8/21/2017,536,668.27,502.54,358192.72,269361.44,88831.28
Sub-Saharan Africa,Chad,Fruits,Online,L,4/16/2020,675477492,5/31/2020,7655,9.33,6.92,71421.15,52972.60,18448.55
Australia and Oceania,Palau,Household,Online,L,1/19/2020,295508897,1/25/2020,6504,668.27,502.54,4346428.08,3268520.16,1077907.92
Asia,Indonesia,Personal Care,Offline,H,5/30/2018,507881915,6/28/2018,2400,81.73,56.67,196152.00,136008.00,60144.00
Sub-Saharan Africa,Mauritius ,Cereal,Offline,M,6/12/2018,986082875,7/26/2018,2691,205.70,117.11,553538.70,315143.01,238395.69
Central America and the Caribbean,Guatemala,Personal Care,Online,C,5/24/2019,573910605,6/9/2019,1757,81.73,56.67,143599.61,99569.19,44030.42
Central America and the Caribbean,El Salvador,Cosmetics,Offline,C,4/16/2011,435476434,5/14/2011,6009,437.20,263.33,2627134.80,1582349.97,1044784.83
Europe,Germany,Cereal,Offline,M,6/1/2012,905204188,7/20/2012,8890,205.70,117.11,1828673.00,1041107.90,787565.10
Europe,Georgia,Cosmetics,Offline,M,6/24/2010,137830197,7/5/2010,5873,437.20,263.33,2567675.60,1546537.09,1021138.51
Europe,Norway,Meat,Online,M,9/22/2010,858403289,10/28/2010,9464,421.89,364.69,3992766.96,3451426.16,541340.80
Europe,Latvia,Beverages,Offline,H,11/27/2019,912284791,12/3/2019,4197,47.45,31.79,199147.65,133422.63,65725.02
Europe,Czech Republic,Fruits,Offline,C,7/17/2019,915148532,9/1/2019,1642,9.33,6.92,15319.86,11362.64,3957.22
Middle East and North Africa,Yemen,Cereal,Online,H,1/16/2014,202980840,2/25/2014,5396,205.70,117.11,1109957.20,631925.56,478031.64
Central America and the Caribbean,Saint Lucia,Fruits,Online,H,9/4/2014,882080543,9/15/2014,6089,9.33,6.92,56810.37,42135.88,14674.49
Sub-Saharan Africa,Guinea,Cereal,Offline,C,10/26/2012,179058969,12/15/2012,6383,205.70,117.11,1312983.10,747513.13,565469.97
Europe,Finland,Vegetables,Online,C,5/24/2017,790839946,6/21/2017,5969,154.06,90.93,919584.14,542761.17,376822.97
Australia and Oceania,Nauru,Cereal,Online,C,6/11/2017,534659802,7/17/2017,6572,205.70,117.11,1351860.40,769646.92,582213.48
Central America and the Caribbean,Dominican Republic,Baby Food,Offline,M,7/20/2019,898067367,7/21/2019,6946,255.28,159.42,1773174.88,1107331.32,665843.56
Asia,Thailand,Baby Food,Offline,C,5/31/2010,288923966,6/13/2010,7877,255.28,159.42,2010840.56,1255751.34,755089.22
Sub-Saharan Africa,Mauritius ,Meat,Online,H,9/2/2015,785403430,9/4/2015,7183,421.89,364.69,3030435.87,2619568.27,410867.60
Sub-Saharan Africa,Namibia,Office Supplies,Online,H,9/4/2019,485992085,9/12/2019,4713,651.21,524.96,3069152.73,2474136.48,595016.25
Sub-Saharan Africa,Central African Republic,Beverages,Offline,H,8/24/2013,259488761,9/5/2013,7346,47.45,31.79,348567.70,233529.34,115038.36
Sub-Saharan Africa,Sierra Leone,Snacks,Online,C,9/8/2011,595004785,9/16/2011,3993,152.58,97.44,609251.94,389077.92,220174.02
Middle East and North Africa,Azerbaijan,Cereal,Online,C,5/12/2013,251963984,6/8/2013,597,205.70,117.11,122802.90,69914.67,52888.23
Europe,Austria,Fruits,Online,H,9/27/2019,310102689,10/11/2019,5132,9.33,6.92,47881.56,35513.44,12368.12
Europe,Hungary,Vegetables,Online,H,5/10/2017,119469726,5/13/2017,2602,154.06,90.93,400864.12,236599.86,164264.26
Europe,Liechtenstein,Clothes,Offline,L,8/21/2015,450426423,9/30/2015,43,109.28,35.84,4699.04,1541.12,3157.92
Sub-Saharan Africa,Ghana,Cosmetics,Online,H,2/29/2020,343646609,3/10/2020,1523,437.20,263.33,665855.60,401051.59,264804.01
Sub-Saharan Africa,Ethiopia,Beverages,Online,H,8/18/2016,260116612,8/29/2016,3141,47.45,31.79,149040.45,99852.39,49188.06
Asia,Cambodia,Office Supplies,Offline,C,12/23/2018,731135261,1/23/2019,8026,651.21,524.96,5226611.46,4213328.96,1013282.50
Asia,Turkmenistan,Cereal,Offline,M,7/25/2010,108313882,8/11/2010,1339,205.70,117.11,275432.30,156810.29,118622.01
Asia,North Korea,Baby Food,Online,C,9/6/2013,413576304,9/15/2013,5274,255.28,159.42,1346346.72,840781.08,505565.64
Central America and the Caribbean,Guatemala,Office Supplies,Offline,H,1/15/2020,589158856,1/23/2020,4053,651.21,524.96,2639354.13,2127662.88,511691.25
Asia,Japan,Office Supplies,Offline,C,7/6/2017,547610366,7/9/2017,8931,651.21,524.96,5815956.51,4688417.76,1127538.75
Europe,Russia,Beverages,Online,C,11/9/2016,721792161,12/28/2016,3195,47.45,31.79,151602.75,101569.05,50033.70
Europe,Macedonia,Beverages,Online,H,4/21/2014,714878070,5/24/2014,7162,47.45,31.79,339836.90,227679.98,112156.92
Europe,Andorra,Cosmetics,Online,C,4/10/2018,650354421,4/22/2018,3180,437.20,263.33,1390296.00,837389.40,552906.60
Sub-Saharan Africa,Sao Tome and Principe,Meat,Offline,L,12/15/2011,722020041,1/14/2012,630,421.89,364.69,265790.70,229754.70,36036.00
Sub-Saharan Africa,Mozambique,Meat,Offline,L,2/16/2012,743986260,3/27/2012,922,421.89,364.69,388982.58,336244.18,52738.40
Europe,Albania,Baby Food,Offline,H,5/3/2010,600676906,6/10/2010,2500,255.28,159.42,638200.00,398550.00,239650.00
Middle East and North Africa,Bahrain,Fruits,Offline,L,4/29/2010,696828305,5/31/2010,5835,9.33,6.92,54440.55,40378.20,14062.35
Sub-Saharan Africa,Senegal,Beverages,Online,C,12/31/2011,607489287,1/16/2012,8435,47.45,31.79,400240.75,268148.65,132092.10
Central America and the Caribbean,El Salvador,Cosmetics,Offline,L,10/2/2016,428021180,10/2/2016,9834,437.20,263.33,4299424.80,2589587.22,1709837.58
Asia,China,Meat,Online,M,6/20/2011,324097812,7/23/2011,6600,421.89,364.69,2784474.00,2406954.00,377520.00
Sub-Saharan Africa,Botswana,Baby Food,Offline,H,8/1/2016,981705510,8/24/2016,7331,255.28,159.42,1871457.68,1168708.02,702749.66
Europe,Poland,Snacks,Online,L,8/21/2016,457143104,9/11/2016,7658,152.58,97.44,1168457.64,746195.52,422262.12
Middle East and North Africa,Jordan,Cereal,Online,M,1/17/2019,927021920,2/24/2019,5242,205.70,117.11,1078279.40,613890.62,464388.78
Asia,Malaysia,Household,Offline,M,9/10/2016,138265788,10/5/2016,4774,668.27,502.54,3190320.98,2399125.96,791195.02
Middle East and North Africa,Lebanon,Meat,Online,C,8/29/2014,858111035,10/14/2014,2979,421.89,364.69,1256810.31,1086411.51,170398.80
Asia,Kyrgyzstan,Personal Care,Online,H,3/7/2014,524106490,3/8/2014,3612,81.73,56.67,295208.76,204692.04,90516.72
Asia,Brunei,Vegetables,Offline,L,12/31/2017,694113481,1/9/2018,2458,154.06,90.93,378679.48,223505.94,155173.54
Sub-Saharan Africa,Niger,Clothes,Online,H,4/27/2014,296305835,5/19/2014,2336,109.28,35.84,255278.08,83722.24,171555.84
Middle East and North Africa,Egypt,Cosmetics,Online,L,3/28/2014,579169881,4/3/2014,8093,437.20,263.33,3538259.60,2131129.69,1407129.91
Asia,Malaysia,Fruits,Online,M,4/25/2014,161504447,5/12/2014,1610,9.33,6.92,15021.30,11141.20,3880.10
Europe,San Marino,Vegetables,Offline,M,8/10/2012,882420861,9/2/2012,6797,154.06,90.93,1047145.82,618051.21,429094.61
Sub-Saharan Africa,Chad,Snacks,Online,L,1/14/2014,151342952,2/15/2014,4597,152.58,97.44,701410.26,447931.68,253478.58
Australia and Oceania,Solomon Islands,Baby Food,Online,M,4/28/2014,398007047,5/11/2014,7985,255.28,159.42,2038410.80,1272968.70,765442.10
Sub-Saharan Africa,Uganda,Cosmetics,Online,H,1/15/2016,522461974,2/8/2016,6963,437.20,263.33,3044223.60,1833566.79,1210656.81
Australia and Oceania,Solomon Islands,Cosmetics,Online,L,7/26/2012,845069062,9/2/2012,3570,437.20,263.33,1560804.00,940088.10,620715.90
Asia,Philippines,Vegetables,Online,L,11/4/2014,856502139,11/17/2014,6871,154.06,90.93,1058546.26,624780.03,433766.23
Asia,Indonesia,Office Supplies,Online,M,11/27/2013,567747533,12/21/2013,7966,651.21,524.96,5187538.86,4181831.36,1005707.50
Australia and Oceania,New Zealand,Office Supplies,Online,L,5/8/2018,960104072,6/8/2018,4985,651.21,524.96,3246281.85,2616925.60,629356.25
Australia and Oceania,Kiribati,Cosmetics,Online,L,11/16/2016,835183084,11/25/2016,8089,437.20,263.33,3536510.80,2130076.37,1406434.43
Europe,Macedonia,Vegetables,Online,M,9/26/2015,864908397,10/19/2015,4470,154.06,90.93,688648.20,406457.10,282191.10
Sub-Saharan Africa,Eritrea,Meat,Online,M,12/29/2011,441516339,2/14/2012,3351,421.89,364.69,1413753.39,1222076.19,191677.20
Central America and the Caribbean,Saint Lucia,Office Supplies,Offline,H,3/31/2020,827555739,5/16/2020,988,651.21,524.96,643395.48,518660.48,124735.00
Sub-Saharan Africa,Ethiopia,Office Supplies,Online,H,10/31/2013,205887925,12/18/2013,5667,651.21,524.96,3690407.07,2974948.32,715458.75
Asia,Laos,Baby Food,Offline,H,9/18/2015,429686725,10/7/2015,2705,255.28,159.42,690532.40,431231.10,259301.30
Europe,Sweden,Meat,Online,L,4/7/2018,272438466,5/16/2018,9451,421.89,364.69,3987282.39,3446685.19,540597.20
Europe,Greece,Cosmetics,Online,H,1/12/2010,377941977,2/6/2010,285,437.20,263.33,124602.00,75049.05,49552.95
Sub-Saharan Africa,Mauritius ,Cosmetics,Offline,L,2/17/2013,110308587,2/25/2013,1617,437.20,263.33,706952.40,425804.61,281147.79
Europe,Poland,Household,Offline,M,10/8/2013,703962123,10/17/2013,6891,668.27,502.54,4605048.57,3463003.14,1142045.43
Sub-Saharan Africa,Equatorial Guinea,Household,Online,C,5/4/2010,313638913,5/12/2010,1579,668.27,502.54,1055198.33,793510.66,261687.67
Europe,United Kingdom,Cereal,Online,H,10/13/2018,764387786,11/10/2018,8187,205.70,117.11,1684065.90,958779.57,725286.33
Central America and the Caribbean,The Bahamas,Clothes,Online,L,10/9/2013,801570069,10/10/2013,1251,109.28,35.84,136709.28,44835.84,91873.44
Australia and Oceania,Tuvalu,Personal Care,Offline,L,8/8/2019,140859591,8/9/2019,2338,81.73,56.67,191084.74,132494.46,58590.28
Sub-Saharan Africa,Nigeria,Cosmetics,Online,M,4/17/2019,818242681,4/30/2019,5047,437.20,263.33,2206548.40,1329026.51,877521.89
North America,Canada,Fruits,Online,C,6/2/2013,440018165,6/14/2013,8,9.33,6.92,74.64,55.36,19.28
Europe,Iceland,Fruits,Online,H,9/30/2014,732797372,11/3/2014,9882,9.33,6.92,92199.06,68383.44,23815.62
Asia,Malaysia,Snacks,Offline,C,10/24/2010,793504130,10/27/2010,4360,152.58,97.44,665248.80,424838.40,240410.40
Middle East and North Africa,Oman,Fruits,Online,M,1/15/2012,239374768,1/26/2012,5168,9.33,6.92,48217.44,35762.56,12454.88
Sub-Saharan Africa,Liberia,Beverages,Offline,L,4/29/2014,557958114,6/3/2014,1060,47.45,31.79,50297.00,33697.40,16599.60
Sub-Saharan Africa,Botswana,Baby Food,Offline,L,1/21/2015,157115495,2/2/2015,2821,255.28,159.42,720144.88,449723.82,270421.06
Asia,Taiwan,Clothes,Offline,C,6/26/2018,215020740,7/20/2018,8270,109.28,35.84,903745.60,296396.80,607348.80
Europe,Armenia,Cosmetics,Online,M,8/30/2019,630160176,9/9/2019,7255,437.20,263.33,3171886.00,1910459.15,1261426.85
Sub-Saharan Africa,Republic of the Congo,Vegetables,Online,M,6/29/2020,471332633,7/2/2020,6655,154.06,90.93,1025269.30,605139.15,420130.15
Sub-Saharan Africa,Senegal,Cosmetics,Offline,H,9/12/2013,227649438,10/28/2013,5382,437.20,263.33,2353010.40,1417242.06,935768.34
Europe,United Kingdom,Meat,Offline,C,3/24/2020,458534419,4/12/2020,9379,421.89,364.69,3956906.31,3420427.51,536478.80
Europe,Monaco,Cereal,Online,C,10/7/2019,443723905,10/25/2019,6619,205.70,117.11,1361528.30,775151.09,586377.21
Sub-Saharan Africa,Chad,Clothes,Online,C,3/26/2020,433266723,4/22/2020,2106,109.28,35.84,230143.68,75479.04,154664.64
Europe,Denmark,Beverages,Online,H,5/12/2020,297524201,6/23/2020,2878,47.45,31.79,136561.10,91491.62,45069.48
Sub-Saharan Africa,Cape Verde,Fruits,Offline,C,1/15/2015,877170169,3/4/2015,3000,9.33,6.92,27990.00,20760.00,7230.00
Asia,Mongolia,Fruits,Offline,C,5/9/2011,833190953,6/21/2011,8573,9.33,6.92,79986.09,59325.16,20660.93
Middle East and North Africa,Egypt,Fruits,Online,M,7/16/2012,696885383,7/29/2012,2726,9.33,6.92,25433.58,18863.92,6569.66
Europe,Sweden,Meat,Online,H,8/29/2012,619864785,9/6/2012,620,421.89,364.69,261571.80,226107.80,35464.00
Asia,Kazakhstan,Vegetables,Online,L,8/11/2012,824052989,8/29/2012,4447,154.06,90.93,685104.82,404365.71,280739.11
Central America and the Caribbean,Saint Kitts and Nevis ,Snacks,Online,C,10/21/2014,251686322,12/2/2014,8431,152.58,97.44,1286401.98,821516.64,464885.34
Europe,Switzerland,Cosmetics,Offline,C,10/19/2017,615313613,11/7/2017,3827,437.20,263.33,1673164.40,1007763.91,665400.49
Sub-Saharan Africa,Lesotho,Cosmetics,Offline,H,12/22/2010,547796189,12/25/2010,3921,437.20,263.33,1714261.20,1032516.93,681744.27
Australia and Oceania,Solomon Islands,Beverages,Online,L,12/10/2011,552307879,1/16/2012,9030,47.45,31.79,428473.50,287063.70,141409.80
Europe,Spain,Cosmetics,Online,L,6/5/2018,752335011,6/27/2018,1503,437.20,263.33,657111.60,395784.99,261326.61
Asia,Uzbekistan,Household,Online,L,8/15/2013,441676414,8/17/2013,721,668.27,502.54,481822.67,362331.34,119491.33
Central America and the Caribbean,Cuba,Cosmetics,Offline,C,4/22/2014,334443414,5/27/2014,8093,437.20,263.33,3538259.60,2131129.69,1407129.91
Sub-Saharan Africa,Uganda,Fruits,Offline,L,1/10/2012,315059840,1/22/2012,2063,9.33,6.92,19247.79,14275.96,4971.83
Asia,Maldives,Vegetables,Online,L,7/9/2010,788262021,8/21/2010,3104,154.06,90.93,478202.24,282246.72,195955.52
Europe,Poland,Cereal,Offline,M,5/22/2020,429098784,6/13/2020,8721,205.70,117.11,1793909.70,1021316.31,772593.39
Europe,Austria,Personal Care,Offline,L,12/15/2010,232931458,12/24/2010,8450,81.73,56.67,690618.50,478861.50,211757.00
Middle East and North Africa,Oman,Office Supplies,Online,C,11/10/2011,365433871,11/12/2011,8858,651.21,524.96,5768418.18,4650095.68,1118322.50
Sub-Saharan Africa,Guinea-Bissau,Household,Offline,H,6/23/2011,612592351,7/4/2011,8545,668.27,502.54,5710367.15,4294204.30,1416162.85
Sub-Saharan Africa,South Africa,Office Supplies,Online,H,9/19/2015,830705726,10/24/2015,3139,651.21,524.96,2044148.19,1647849.44,396298.75
Europe,Czech Republic,Snacks,Offline,M,8/13/2010,496385324,9/18/2010,303,152.58,97.44,46231.74,29524.32,16707.42
Europe,Estonia,Snacks,Online,H,6/11/2010,956554973,6/26/2010,4728,152.58,97.44,721398.24,460696.32,260701.92
Australia and Oceania,Vanuatu,Fruits,Online,H,4/13/2020,478451001,5/18/2020,3138,9.33,6.92,29277.54,21714.96,7562.58
Sub-Saharan Africa,Liberia,Cereal,Offline,H,12/25/2019,999622237,2/13/2020,9289,205.70,117.11,1910747.30,1087834.79,822912.51
Asia,Nepal,Beverages,Offline,H,4/13/2012,477930009,5/5/2012,8965,47.45,31.79,425389.25,284997.35,140391.90
Sub-Saharan Africa,Angola,Personal Care,Offline,M,6/21/2017,541548144,6/28/2017,4985,81.73,56.67,407424.05,282499.95,124924.10
Middle East and North Africa,Azerbaijan,Office Supplies,Online,L,7/23/2014,638962972,8/15/2014,2197,651.21,524.96,1430708.37,1153337.12,277371.25
Central America and the Caribbean,Jamaica,Fruits,Online,H,10/20/2010,288973319,11/11/2010,2482,9.33,6.92,23157.06,17175.44,5981.62
Australia and Oceania,Vanuatu,Fruits,Online,H,12/15/2014,430690515,1/9/2015,9749,9.33,6.92,90958.17,67463.08,23495.09
Central America and the Caribbean,Grenada,Beverages,Online,H,7/18/2010,273538386,8/25/2010,4942,47.45,31.79,234497.90,157106.18,77391.72
Central America and the Caribbean,Trinidad and Tobago,Office Supplies,Online,C,9/7/2014,447253262,10/8/2014,1034,651.21,524.96,673351.14,542808.64,130542.50
Sub-Saharan Africa,Guinea,Cereal,Offline,M,4/2/2019,751883971,4/14/2019,8030,205.70,117.11,1651771.00,940393.30,711377.70
Europe,Netherlands,Beverages,Online,C,8/18/2017,607791841,8/21/2017,7967,47.45,31.79,378034.15,253270.93,124763.22
Central America and the Caribbean,The Bahamas,Cereal,Offline,C,1/21/2010,405650699,2/5/2010,9911,205.70,117.11,2038692.70,1160677.21,878015.49
Sub-Saharan Africa,Uganda,Vegetables,Offline,L,8/29/2019,156446874,9/17/2019,4961,154.06,90.93,764291.66,451103.73,313187.93
Central America and the Caribbean,Saint Kitts and Nevis ,Snacks,Offline,C,3/31/2012,841479194,4/27/2012,1248,152.58,97.44,190419.84,121605.12,68814.72
Sub-Saharan Africa,Nigeria,Cosmetics,Online,C,4/22/2019,362358987,5/7/2019,8931,437.20,263.33,3904633.20,2351800.23,1552832.97
Australia and Oceania,Marshall Islands,Fruits,Online,C,1/1/2015,291010081,2/15/2015,5205,9.33,6.92,48562.65,36018.60,12544.05
Europe,Belgium,Meat,Online,C,10/13/2017,919668805,11/26/2017,9291,421.89,364.69,3919779.99,3388334.79,531445.20
Central America and the Caribbean,Saint Kitts and Nevis ,Clothes,Online,C,3/5/2010,810883986,3/30/2010,7446,109.28,35.84,813698.88,266864.64,546834.24
Central America and the Caribbean,Dominican Republic,Fruits,Online,H,12/24/2018,847516953,1/10/2019,7955,9.33,6.92,74220.15,55048.60,19171.55
Middle East and North Africa,Azerbaijan,Household,Offline,H,9/6/2013,182741534,10/13/2013,6136,668.27,502.54,4100504.72,3083585.44,1016919.28
Middle East and North Africa,Turkey,Cereal,Online,C,10/2/2018,290044057,10/14/2018,9337,205.70,117.11,1920620.90,1093456.07,827164.83
Middle East and North Africa,Iran,Baby Food,Offline,C,1/13/2012,913223350,1/25/2012,1938,255.28,159.42,494732.64,308955.96,185776.68
Asia,Singapore,Office Supplies,Online,L,8/24/2015,516390740,9/11/2015,350,651.21,524.96,227923.50,183736.00,44187.50
